,population,GDP_Per_Capita,Solar_Generation_Cost_USD_MW,Mid_Bat_Cost_USD_MW
737,3956862,27653.15762,251.0,520
738,6845848,2324.400917,251.0,520
739,1959537,14331.75159,251.0,520
740,6714281,7653.73363,251.0,520
741,2075041,1018.931093,251.0,520
742,4586788,740.914906,251.0,520
743,6492160,4035.196802,251.0,520
745,2868231,15008.31324,251.0,520
746,582014,106899.2935,251.0,520
747,24894370,475.9555568,251.0,520
748,17205253,315.7779871,251.0,520
749,30684652,9817.78709,251.0,520
750,475505,9209.443564,251.0,520
751,17965448,780.7235695,251.0,520
752,455356,25741.44606,251.0,520
753,4163532,1536.854888,251.0,520
754,1263473,9681.618567,251.0,520
755,123333379,8744.515559,251.0,520
757,3056358,3658.3903,251.0,520
758,622303,7028.936577,251.0,520
759,35126274,2896.722196,251.0,520
760,27829930,428.9266729,251.0,520
761,53045199,1136.610665,251.0,520
762,2358044,4546.986688,251.0,520
763,10474,9521.042101,251.0,520
764,27263430,899.523581,251.0,520
765,17030314,46039.10593,251.0,520
766,4714100,40080.49411,251.0,520
767,6303970,2107.57406,251.0,520
768,20788789,500.2149113,251.0,520
769,185960244,2176.002772,251.0,520
770,2072490,5149.589074,251.0,520
771,5234519,70460.56053,251.0,520
772,4479217,16772.73921,251.0,520
773,203631356,1368.426961,251.0,520
774,17718,16835.986,251.0,520
775,4037073,14343.98026,251.0,520
776,6777878,5324.609068,251.0,520
777,30926036,6204.996457,251.0,520
778,103663812,3073.654686,251.0,520
779,37970087,12447.43959,251.0,520
780,10325452,19991.97249,251.0,520
781,3406672,30627.1634,251.0,520
782,2654379,57162.96801,251.0,520
783,19702267,9548.587403,251.0,520
784,11668829,744.7607488,251.0,520
785,194540,4109.663228,251.0,520
787,32443443,19878.76384,251.0,520
788,14993514,1269.903294,251.0,520
789,7058322,5765.200762,251.0,520
790,94677,15068.62035,251.0,520
791,7328846,501.4151655,251.0,520
792,5607283,56848.17539,251.0,520
793,2065042,21678.35947,251.0,520
794,14185635,389.8220615,251.0,520
795,56207649,5756.965741,251.0,520
797,46484062,26523.34822,251.0,520
798,21203000,3886.291502,251.0,520
799,39847433,1069.839957,251.0,520
800,564883,5872.789429,251.0,520
801,9923085,51965.15715,251.0,520
802,8373338,83073.28008,251.0,520
804,53049231,966.5030166,251.0,520
805,68971313,5993.305516,251.0,520
806,7509952,803.1518934,251.0,520
807,101143,4157.877249,251.0,520
808,11303942,3924.363346,251.0,520
809,79827868,10894.60338,251.0,520
811,11232,3253.899536,251.0,520
812,39649173,736.5598474,251.0,520
813,45004673,2187.73051,251.0,520
814,3424139,16715.63347,251.0,520
815,31847900,2704.677188,251.0,520
816,278326,2805.66532,251.0,520
817,16363449,1280.806543,251.0,520
818,14030338,1464.588957,251.0,520
819,7433569330,10266.0233,251.0,520
820,36296111,516.6798622,216.33,490
821,2873457,4531.019374,216.33,490
822,41389174,4109.698217,216.33,490
823,76997,38964.90448,216.33,490
824,29816769,4095.810057,216.33,490
825,44044811,14613.04182,216.33,490
826,2944789,3914.527854,216.33,490
827,105361,29350.80502,216.33,490
828,24601860,53934.25018,216.33,490
829,8797566,47429.15846,216.33,490
830,9854033,4147.089716,216.33,490
831,1494077,23742.93734,216.33,490
832,159685421,1563.767819,216.33,490
833,286229,17391.66891,216.33,490
834,9458989,5785.670673,216.33,490
835,11375158,44198.48239,216.33,490
836,375775,4945.857699,216.33,490
837,11175192,1136.593872,216.33,490
839,745563,3286.596744,216.33,490
840,11192853,3351.124344,216.33,490
841,2205076,7296.092142,216.33,490
842,207833825,9928.675897,216.33,490
843,7075947,8366.293221,216.33,490
844,19193236,734.996268,216.33,490
845,10827010,253.8263541,216.33,490
846,537499,3289.902203,216.33,490
847,16009413,1385.260066,216.33,490
848,24566070,1469.4475,216.33,490
849,36545236,45129.4293,216.33,490
850,15016761,665.9488849,216.33,490
851,18470435,14998.81706,216.33,490
852,1396215000,8816.986905,216.33,490
853,48909844,6376.706716,216.33,490
855,4949955,12225.57449,216.33,490
856,4124531,13629.28959,216.33,490
857,11339255,8541.213686,216.33,490
858,160175,19457.53152,216.33,490
859,1179685,26608.87509,216.33,490
860,5764980,57610.09818,216.33,490
861,944100,2914.358197,216.33,490
862,71460,7274.517731,216.33,490
863,16785356,6213.503127,216.33,490
864,6388124,3910.254403,216.33,490
866,1317384,20437.76538,216.33,490
867,1124808,3914.418484,216.33,490
868,106399926,768.5230154,216.33,490
869,48326,59993.09063,216.33,490
870,877460,6101.02389,216.33,490
871,5508214,46412.13648,216.33,490
872,66918020,38781.04949,216.33,490
873,2064812,7230.434912,216.33,490
874,3728004,4357.000936,216.33,490
875,82657002,44652.58917,216.33,490
876,29121464,2074.290733,216.33,490
878,10754679,18582.08934,216.33,490
879,56171,50766.59942,216.33,490
880,110874,10152.83281,216.33,490
881,164281,36601.91988,216.33,490
882,16087418,4454.04815,216.33,490
883,12067516,855.5752706,216.33,490
884,775218,6124.95367,216.33,490
885,10982367,1369.063734,216.33,490
886,9429016,2436.671636,216.33,490
887,9787966,14623.69665,216.33,490
888,343400,72010.14903,216.33,490
889,1338676779,1980.66702,216.33,490
890,264650969,3837.578024,216.33,490
891,37552789,4985.452879,216.33,490
892,4807388,69774.02897,216.33,490
893,8713300,40774.12961,216.33,490
894,60536709,32406.72032,216.33,490
895,2920848,5070.099503,216.33,490
896,126785797,38891.08627,216.33,490
897,9785840,4231.51828,216.33,490
898,18037776,9247.581331,216.33,490
899,50221146,1633.491216,216.33,490
900,114153,1640.571205,216.33,490
901,4056102,29759.46747,216.33,490
902,6953031,2455.211559,216.33,490
903,1942248,15695.11515,216.33,490
904,6819373,7819.60467,216.33,490
905,2091532,1102.94441,216.33,490
906,4702224,721.085044,216.33,490
907,6580723,5756.699325,216.33,490
909,2828403,16885.40739,216.33,490
910,596336,110193.2138,216.33,490
911,25570511,515.2933234,216.33,490
912,17670193,506.1372944,216.33,490
913,31104655,10259.30481,216.33,490
914,496398,9577.346946,216.33,490
915,18512429,830.0215153,216.33,490
916,467999,28250.69777,216.33,490
917,4282582,1587.611263,216.33,490
918,1264613,10484.90836,216.33,490
919,124777326,9287.849587,216.33,490
921,3113788,3687.100003,216.33,490
922,622373,7784.06529,216.33,490
923,35581257,3035.454433,216.33,490
924,28649007,461.4150941,216.33,490
925,53382521,1151.114462,216.33,490
926,2402623,5367.114674,216.33,490
927,10577,10339.38548,216.33,490
928,27632682,1048.453755,216.33,490
929,17131296,48675.22234,216.33,490
930,4813600,42992.89527,216.33,490
931,6384843,2159.156714,216.33,490
932,21602388,517.7715723,216.33,490
933,190873247,1968.565398,216.33,490
934,2074502,5450.492881,216.33,490
935,5276968,75496.75406,216.33,490
936,4665926,17329.18546,216.33,490
937,207906210,1464.926195,216.33,490
938,17809,16019.98989,216.33,490
939,4106764,15146.40851,216.33,490
940,6867058,5678.869972,216.33,490
941,31444299,6710.507602,216.33,490
942,105172921,3123.245642,216.33,490
943,37974826,13864.68176,216.33,490
944,10300300,21490.42986,216.33,490
945,3325286,31108.76057,216.33,490
946,2724727,59124.86727,216.33,490
947,19588715,10807.00917,216.33,490
948,11980960,772.3169891,216.33,490
949,195358,4258.978767,216.33,490
951,33101183,20802.46631,216.33,490
952,15419354,1361.701972,216.33,490
953,7020858,6292.543629,216.33,490
954,95843,15945.26493,216.33,490
955,7488427,496.6822949,216.33,490
956,5612253,61176.45636,216.33,490
957,2066388,23514.02546,216.33,490
958,14589165,384.4634014,216.33,490
959,57009751,6690.939847,216.33,490
961,46593236,28170.16786,216.33,490
962,21444000,4077.043841,216.33,490
963,40813398,1011.521216,216.33,490
964,570501,6295.560562,216.33,490
965,10057698,53791.50873,216.33,490
966,8451840,83352.08865,216.33,490
968,54660345,1004.906588,216.33,490
969,69209817,6593.818352,216.33,490
970,7698476,830.7452767,216.33,490
971,102002,4513.432531,216.33,490
972,11433438,3687.777461,216.33,490
973,81116451,10589.66772,216.33,490
975,11365,3574.065288,216.33,490
976,41166588,746.8307529,216.33,490
977,44831135,2638.326055,216.33,490
978,3436645,18690.89384,216.33,490
979,32388600,1916.764642,216.33,490
980,285499,3082.475083,216.33,490
981,16853608,1535.196574,216.33,490
982,14236599,1235.189032,216.33,490
983,7519183399,10802.32186,216.33,490
984,37171922,485.6684187,181.66,460
985,2866376,5287.663694,181.66,460
986,42228415,4142.018558,181.66,460
987,77008,41791.96984,181.66,460
988,30809787,3289.643995,181.66,460
989,44494502,11795.15939,181.66,460
990,2951741,4220.540321,181.66,460
991,105846,30253.27936,181.66,460
992,24982688,57180.7794,181.66,460
993,8840521,51486.5755,181.66,460
994,9939771,4739.84171,181.66,460
995,1569440,24085.95599,181.66,460
996,161376713,1698.132081,181.66,460
997,286640,17745.25537,181.66,460
998,9438785,6360.062473,181.66,460
999,11427054,47542.76952,181.66,460
1000,383071,5001.422157,181.66,460
1001,11485035,1241.825298,181.66,460
1003,754396,3243.477437,181.66,460
1004,11353140,3548.59078,181.66,460
1005,2254067,7503.878588,181.66,460
1006,209469320,9151.381732,181.66,460
1007,7025037,9446.700772,181.66,460
1008,19751466,804.5005378,181.66,460
1009,11175379,238.783467,181.66,460
1010,543764,3616.464537,181.66,460
1011,16249795,1512.126989,181.66,460
1012,25216261,1585.240534,181.66,460
1013,37065084,46548.63841,181.66,460
1014,15477727,726.1510071,181.66,460
1015,18729166,15888.14436,181.66,460
1016,1402760000,9905.342004,181.66,460
1017,49661056,6729.583332,181.66,460
1019,4999443,12485.4239,181.66,460
1020,4087843,15227.5601,181.66,460
1021,11338146,8824.194008,181.66,460
1022,159336,19630.89349,181.66,460
1023,1189262,29334.11093,181.66,460
1024,5793636,61591.92887,181.66,460
1025,958923,3141.861711,181.66,460
1026,71626,7687.462963,181.66,460
1027,17084359,6295.934662,181.66,460
1028,6420740,4052.624775,181.66,460
1030,1321977,23063.56382,181.66,460
1031,1136274,4105.893683,181.66,460
1032,109224410,771.5248663,181.66,460
1033,48497,62918.14619,181.66,460
1034,883490,6317.41372,181.66,460
1035,5515525,49988.91085,181.66,460
1036,67101930,41592.7959,181.66,460
1037,2119275,7959.007267,181.66,460
1038,3726549,4722.787783,181.66,460
1039,82905782,47973.60762,181.66,460
1040,29767108,2260.860567,181.66,460
1042,10732882,19756.99046,181.66,460
1043,56023,54270.82231,181.66,460
1044,111449,10466.88221,181.66,460
1045,165770,36556.67491,181.66,460
1046,16346950,4478.424646,181.66,460
1047,12414292,955.1112811,181.66,460
1048,779007,6145.819277,181.66,460
1049,11123183,1479.345827,181.66,460
1050,9587523,2492.868968,181.66,460
1051,9775564,16427.37276,181.66,460
1052,352721,74469.80406,181.66,460
1053,1352642283,1996.915087,181.66,460
1054,267670549,3893.859578,181.66,460
1055,38433604,5915.850854,181.66,460
1056,4867316,79107.60499,181.66,460
1057,8882800,42063.45313,181.66,460
1058,60421760,34622.16967,181.66,460
1059,2934853,5359.993789,181.66,460
1060,126529100,39808.16856,181.66,460
1061,9965322,4308.151074,181.66,460
1062,18276452,9812.626371,181.66,460
1063,51392570,1794.091175,181.66,460
1064,115842,1727.845001,181.66,460
1065,4137314,33399.06044,181.66,460
1066,7061498,2569.093892,181.66,460
1067,1927174,17865.03109,181.66,460
1068,6859408,8058.444337,181.66,460
1069,2108327,1192.48432,181.66,460
1070,4818976,710.2659984,181.66,460
1071,6678565,7877.12461,181.66,460
1073,2801543,19186.18128,181.66,460
1074,607950,117254.7404,181.66,460
1075,26262313,523.9459714,181.66,460
1076,18143215,544.5934354,181.66,460
1077,31528033,11380.08209,181.66,460
1078,515704,10279.07998,181.66,460
1079,19077755,894.8047765,181.66,460
1080,484630,30672.29224,181.66,460
1081,4403312,1670.204165,181.66,460
1082,1265303,11208.34382,181.66,460
1083,126190782,9686.984927,181.66,460
1085,3170214,4156.84697,181.66,460
1086,622227,8845.914219,181.66,460
1087,36029089,3226.982794,181.66,460
1088,29496009,503.3179252,181.66,460
1089,53708318,1250.173691,181.66,460
1090,2448300,5588.392864,181.66,460
1091,10678,11614.66508,181.66,460
1092,28095712,1178.525932,181.66,460
1093,17231624,53044.53244,181.66,460
1094,4900600,43306.07,181.66,460
1095,6465502,2014.575189,181.66,460
1096,22442831,570.723922,181.66,460
1097,195874685,2027.778549,181.66,460
1098,2076217,6108.740108,181.66,460
1099,5311916,82267.80932,181.66,460
1100,4829476,18947.3665,181.66,460
1101,212228288,1482.213067,181.66,460
1102,17911,15895.2599,181.66,460
1103,4176868,15544.99908,181.66,460
1104,6956069,5782.78455,181.66,460
1105,31989265,6957.793411,181.66,460
1106,106651394,3252.110274,181.66,460
1107,37974750,15468.48222,181.66,460
1108,10283822,23562.55452,181.66,460
1109,3193354,31604.70151,181.66,460
1110,2781682,65907.94844,181.66,460
1111,19473970,12398.98198,181.66,460
1112,12301969,783.6371628,181.66,460
1113,196128,4187.504729,181.66,460
1115,33702757,23337.01755,181.66,460
1116,15854324,1458.069093,181.66,460
1117,6982604,7252.401858,181.66,460
1118,96762,15994.81986,181.66,460
1119,7650149,533.9915333,181.66,460
1120,5638676,66679.04649,181.66,460
1121,2073894,26116.85636,181.66,460
1122,15008225,389.8313955,181.66,460
1123,57792520,7005.095413,181.66,460
1125,46797754,30364.57994,181.66,460
1126,21670000,4059.20823,181.66,460
1127,41801532,740.746767,181.66,460
1128,575987,6938.086981,181.66,460
1129,10175214,54589.06039,181.66,460
1130,8514329,86388.40495,181.66,460
1132,56313444,1042.838756,181.66,460
1133,69428454,7296.879608,181.66,460
1134,7889095,901.5230169,181.66,460
1135,103199,4740.700272,181.66,460
1136,11565203,3680.892597,181.66,460
1137,82340090,9454.348443,181.66,460
1139,11505,3701.709255,181.66,460
1140,42729032,770.6007843,181.66,460
1141,44622518,3096.561697,181.66,460
1142,3449290,18703.86029,181.66,460
1143,32956100,1597.068337,181.66,460
1144,292675,3125.404999,181.66,460
1145,17351714,1516.368371,181.66,460
1146,14438812,1254.642265,181.66,460
1147,7602432733,11348.24861,181.66,460
1148,38041757,494.1793499,147.0,430
1149,2854191,5395.659532,147.0,430
1150,43053054,3989.668276,147.0,430
1151,77146,40897.33087,147.0,430
1152,31825299,2809.626088,147.0,430
1153,44938712,10056.63794,147.0,430
1154,2957728,4604.646324,147.0,430
1156,25365745,54875.28596,147.0,430
1157,8879920,50114.40111,147.0,430
1158,10024283,4805.753718,147.0,430
1159,1641164,23551.93009,147.0,430
1160,163046173,1855.740094,147.0,430
1161,287021,18148.49785,147.0,430
1162,9419758,6837.717826,147.0,430
1163,11488980,46591.49161,147.0,430
1164,390351,5078.809944,147.0,430
1165,11801151,1219.515506,147.0,430
1167,763094,3322.863329,147.0,430
1168,11513102,3552.068143,147.0,430
1169,2303703,7203.064221,147.0,430
1170,211049519,8897.552966,147.0,430
1171,6975761,9879.268533,147.0,430
1172,20321383,796.1152068,147.0,430
1173,11530577,228.2135892,147.0,430
1174,549936,3603.775241,147.0,430
1175,16486542,1643.121389,147.0,430
1176,25876387,1533.095688,147.0,430
1177,37601230,46328.67184,147.0,430
1178,15946882,709.5400432,147.0,430
1179,18952035,14741.7144,147.0,430
1180,1407745000,10143.83817,147.0,430
1181,50339443,6424.979492,147.0,430
1183,5047561,12693.82796,147.0,430
1184,4065253,15311.7669,147.0,430
1185,11333484,9125.878679,147.0,430
1186,157441,19701.27038,147.0,430
1187,1198574,29206.07672,147.0,430
1188,5814422,59775.7351,147.0,430
1189,973557,3414.916178,147.0,430
1190,71808,8516.280039,147.0,430
1191,17373657,6222.524653,147.0,430
1192,6453550,4167.730939,147.0,430
1194,1326855,23397.87826,147.0,430
1195,1148133,3915.643467,147.0,430
1196,112078727,855.7608852,147.0,430
1197,48677,64225.2649,147.0,430
1198,889955,6175.890653,147.0,430
1199,5521606,48628.64176,147.0,430
1200,67248926,40578.64429,147.0,430
1201,2172578,7766.996554,147.0,430
1202,3720161,4697.983652,147.0,430
1203,83092962,46794.89929,147.0,430
1204,30417858,2246.625578,147.0,430
1206,10721582,19133.75776,147.0,430
1207,56225,53041.30331,147.0,430
1208,112002,10827.43529,147.0,430
1209,167295,38040.58699,147.0,430
1210,16604026,4638.634943,147.0,430
1211,12771246,1058.143368,147.0,430
1212,782775,6609.51128,147.0,430
1213,11263079,1312.770636,147.0,430
1214,9746115,2556.456891,147.0,430
1215,9771141,16735.65978,147.0,430
1216,360563,68941.46223,147.0,430
1217,1366417756,2100.751461,147.0,430
1218,270625567,4135.201531,147.0,430
1219,39309789,5980.626918,147.0,430
1220,4934340,80886.61574,147.0,430
1221,9054000,43951.24773,147.0,430
1222,59729081,33641.63375,147.0,430
1223,2948277,5369.498371,147.0,430
1224,126264931,40777.6087,147.0,430
1225,10101697,4405.487109,147.0,430
1226,18513673,9812.595808,147.0,430
1227,52573967,1912.647867,147.0,430
1228,117608,1601.861869,147.0,430
1229,4207077,32373.25112,147.0,430
1230,7169456,2635.800015,147.0,430
1231,1913822,17926.84159,147.0,430
1232,6855709,7578.172368,147.0,430
1233,2125267,1113.37214,147.0,430
1234,4937374,672.3404992,147.0,430
1235,6777453,7685.948132,147.0,430
1237,2794137,19575.76848,147.0,430
1238,620001,113218.7133,147.0,430
1239,26969306,522.9895243,147.0,430
1240,18628749,591.8463896,147.0,430
1241,31949789,11432.823,147.0,430
1242,530957,10561.61351,147.0,430
1243,19658023,879.0431873,147.0,430
1244,504062,30186.19596,147.0,430
1245,4525698,1743.302901,147.0,430
1246,1265711,11097.16898,147.0,430
1247,127575529,9950.45008,147.0,430
1249,3225166,4404.84583,147.0,430
1250,622028,8910.650834,147.0,430
1251,36471766,3235.00066,147.0,430
1252,30366043,506.6416391,147.0,430
1253,54045422,1271.111575,147.0,430
1254,2494524,5009.685904,147.0,430
1255,10764,11029.73558,147.0,430
1256,28608715,1194.956876,147.0,430
1257,17344874,52476.27325,147.0,430
1258,4979300,42755.21626,147.0,430
1259,6545503,1926.699694,147.0,430
1260,23310719,554.0993893,147.0,430
1261,200963603,2229.858652,147.0,430
1262,2076694,6070.388054,147.0,430
1263,5347896,75719.7529,147.0,430
1264,4974992,17700.70349,147.0,430
1265,216565317,1288.556325,147.0,430
1266,18001,15232.48708,147.0,430
1267,4246440,15774.25494,147.0,430
1268,7044639,5380.963322,147.0,430
1269,32510462,7027.612207,147.0,430
1270,108116622,3485.340844,147.0,430
1271,37965475,15732.20313,147.0,430
1272,10286263,23330.81729,147.0,430
1273,3193694,32850.54861,147.0,430
1274,2832071,62276.42869,147.0,430
1275,19371648,12899.34611,147.0,430
1276,12626938,820.1492886,147.0,430
1277,197093,4322.868457,147.0,430
1279,34268529,23139.79798,147.0,430
1280,16296362,1430.148259,147.0,430
1281,6945235,7417.203649,147.0,430
1282,97625,16213.48076,147.0,430
1283,7813207,521.7548367,147.0,430
1284,5703569,65640.70795,147.0,430
1285,2088385,25942.95477,147.0,430
1286,15442906,419.3948077,147.0,430
1287,58558267,6624.761865,147.0,430
1289,47134837,29554.49052,147.0,430
1290,21803000,3852.265603,147.0,430
1291,42813237,610.9278615,147.0,430
1292,581363,6853.693411,147.0,430
1293,10278887,51939.42974,147.0,430
1294,8575280,85334.51946,147.0,430
1296,58005461,1085.88486,147.0,430
1297,69625581,7817.009671,147.0,430
1298,8082359,893.3524541,147.0,430
1299,104497,4903.012138,147.0,430
1300,11694721,3574.654024,147.0,430
1301,83429607,9121.515167,147.0,430
1303,11655,4055.89561,147.0,430
1304,44269587,798.5857341,147.0,430
1305,44386203,3661.456204,147.0,430
1306,3461731,17688.01501,147.0,430
1307,33580350,1784.009816,147.0,430
1308,299882,3116.297759,147.0,430
1309,17861034,1305.001031,147.0,430
1310,14645473,1316.740657,147.0,430
1311,7683437977,11396.98847,147.0,430
1312,38928341,516.7478708,136.0,400
1313,2837849,5246.096346,136.0,400
1314,43851043,3306.858208,136.0,400
1316,32866268,1776.166868,136.0,400
1317,45376763,8579.017773,136.0,400
1318,2963234,4266.018074,136.0,400
1320,25693267,51680.31652,136.0,400
1321,8916864,48588.65938,136.0,400
1322,10093121,4221.407478,136.0,400
1323,1701583,20409.9528,136.0,400
1324,164689383,1961.613749,136.0,400
1325,287371,15373.8547,136.0,400
1326,9379952,6424.152176,136.0,400
1327,11544241,45205.33594,136.0,400
1328,397621,4115.177008,136.0,400
1329,12123198,1291.040972,136.0,400
1331,771612,3000.779327,136.0,400
1332,11673029,3133.099803,136.0,400
1333,2351625,6404.899932,136.0,400
1334,212559409,6796.844542,136.0,400
1335,6934015,10079.20338,136.0,400
1336,20903278,857.9327297,136.0,400
1337,11890781,238.9907259,136.0,400
1338,555988,3064.272388,136.0,400
1339,16718971,1543.669258,136.0,400
1340,26545864,1537.130218,136.0,400
1341,38037204,43258.26387,136.0,400
1342,16425859,659.270045,136.0,400
1343,19116209,13231.70421,136.0,400
1344,1410929362,10434.77519,136.0,400
1345,50882884,5334.556042,136.0,400
1347,5094114,12140.85415,136.0,400
1348,4047680,14132.48656,136.0,400
1349,11326616,9477.852873,136.0,400
1350,154947,16752.96526,136.0,400
1351,1207361,27527.84531,136.0,400
1352,5831404,61063.31643,136.0,400
1353,988002,3425.484176,136.0,400
1354,71991,7003.859021,136.0,400
1355,17643060,5600.389615,136.0,400
1356,6486201,3798.636521,136.0,400
1358,1329479,23054.35849,136.0,400
1359,1160164,3424.282212,136.0,400
1360,114963583,936.3404611,136.0,400
1362,896444,5057.631913,136.0,400
1363,5529543,48755.35501,136.0,400
1364,67379908,39037.12263,136.0,400
1365,2225728,6881.715192,136.0,400
1366,3722716,4256.701186,136.0,400
1367,83160871,46252.6893,136.0,400
1368,31072945,2205.529016,136.0,400
1370,10700556,17647.23269,136.0,400
1372,112519,9261.551876,136.0,400
1373,168783,34624.34013,136.0,400
1374,16858333,4603.339617,136.0,400
1375,13132792,1194.037865,136.0,400
1376,786559,6955.939217,136.0,400
1377,11402533,1272.367992,136.0,400
1378,9904608,2389.012431,136.0,400
1379,9750149,15980.10823,136.0,400
1380,366463,59264.03409,136.0,400
1381,1380004385,1927.707823,136.0,400
1382,273523621,3869.588427,136.0,400
1383,40222503,4145.862936,136.0,400
1384,4985674,85422.54287,136.0,400
1385,9215100,44177.57122,136.0,400
1386,59449527,31769.96587,136.0,400
1387,2961161,4664.530242,136.0,400
1388,125836021,40193.25244,136.0,400
1389,10203140,4282.765825,136.0,400
1390,18754440,9122.23343,136.0,400
1391,53771300,1878.580703,136.0,400
1392,119446,1653.540297,136.0,400
1393,4270563,24811.76971,136.0,400
1394,7275556,2629.714583,136.0,400
1395,1900449,17736.50375,136.0,400
1396,6825442,4649.547646,136.0,400
1397,2142252,875.353433,136.0,400
1398,5057677,632.9363856,136.0,400
1399,6871287,3699.294765,136.0,400
1401,2794885,20232.30204,136.0,400
1402,630419,116356.158,136.0,400
1403,27691019,471.4914963,136.0,400
1404,19129955,636.8205368,136.0,400
1405,32365998,10412.34898,136.0,400
1406,540542,6924.105745,136.0,400
1407,20250834,862.4530188,136.0,400
1408,515332,28423.2002,136.0,400
1409,4649660,1701.991163,136.0,400
1410,1265740,8627.843157,136.0,400
1411,128932753,8329.271313,136.0,400
1413,3278292,4060.950518,136.0,400
1414,621306,7677.152226,136.0,400
1415,36910558,3058.691689,136.0,400
1416,31255435,448.5442807,136.0,400
1417,54409794,1467.604281,136.0,400
1418,2540916,4179.278066,136.0,400
1419,10834,10580.26819,136.0,400
1420,29136808,1155.142854,136.0,400
1421,17441500,52396.03221,136.0,400
1422,5084300,41441.46667,136.0,400
1423,6624554,1905.261152,136.0,400
1424,24206636,567.6698923,136.0,400
1425,206139587,2097.092473,136.0,400
1426,2072531,5917.262575,136.0,400
1427,5379475,67329.67779,136.0,400
1428,5106622,14485.38612,136.0,400
1429,220892331,1188.859757,136.0,400
1430,18092,14243.86469,136.0,400
1431,4314768,12509.83529,136.0,400
1432,7132530,5001.07276,136.0,400
1433,32971846,6126.87454,136.0,400
1434,109581085,3298.829586,136.0,400
1435,37899070,15742.45373,136.0,400
1436,10297081,22194.56611,136.0,400
1437,3281538,31429.86612,136.0,400
1438,2881060,50124.38594,136.0,400
1439,19257520,12915.24305,136.0,400
1440,12952209,797.8555207,136.0,400
1441,198410,4067.843459,136.0,400
1443,34813867,20110.31619,136.0,400
1444,16743930,1471.830962,136.0,400
1445,6899126,7730.691746,136.0,400
1446,98462,10764.42042,136.0,400
1447,7976985,509.376594,136.0,400
1448,5685807,59797.75218,136.0,400
1449,2102419,25489.50023,136.0,400
1450,15893219,438.2551656,136.0,400
1451,59308690,5655.867654,136.0,400
1453,47363419,27056.42175,136.0,400
1454,21919000,3680.673477,136.0,400
1455,43849269,486.4188163,136.0,400
1456,586634,4916.605666,136.0,400
1457,10353442,52274.40879,136.0,400
1458,8636561,87100.41482,136.0,400
1460,59734213,1076.469706,136.0,400
1461,69799978,7186.874092,136.0,400
1462,8278737,914.9507925,136.0,400
1463,105697,4624.823449,136.0,400
1464,11818618,3521.591948,136.0,400
1465,84339067,8536.43332,136.0,400
1467,11792,4143.109753,136.0,400
1468,45741000,822.0276815,136.0,400
1469,44134693,3724.938437,136.0,400
1470,3473727,15438.41167,136.0,400
1471,34232050,1750.697113,136.0,400
1472,307150,2870.0893,136.0,400
1473,18383956,985.132436,136.0,400
1474,14862927,1214.50982,136.0,400
1475,7763498647,10916.08083,136.0,400
